image,image_data,object_info,actr_data
000000481185.jpg,"[['diningtable', 98.13427925109863, 1592, 90, 1047, 96], ['cup', 98.7889289855957, 1134, 966, 175, 29], ['cup', 98.0819582939148, 958, 759, 234, 17], ['wine glass', 99.46393370628357, 1516, 1225, 396, 20], ['cup', 97.80449867248535, 733, 494, 370, 78], ['fork', 91.19192957878113, 1249, 772, 379, 292], ['bowl', 91.0407781600952, 736, 480, 593, 437], ['fork', 97.06973433494568, 521, 150, 731, 376], ['spoon', 98.02306890487672, 1620, 1392, 784, 529]]","[['diningtable', 98.13427925109863, 841, 571, 1428402, 3.11505766986346], ['cup', 98.7889289855957, 1050, 102, 24528, 3.172739314112875], ['cup', 98.0819582939148, 858, 125, 43183, 3.0079767774163777], ['wine glass', 99.46393370628357, 1370, 208, 109416, 3.1909632650814115], ['cup', 97.80449867248535, 613, 224, 69788, 3.100935283872773], ['fork', 91.19192957878113, 1010, 335, 41499, 3.034229112960133], ['bowl', 91.0407781600952, 608, 515, 39936, 3.0196620540937293], ['fork', 97.06973433494568, 335, 553, 131705, 3.1622754253753302], ['spoon', 98.02306890487672, 1506, 656, 58140, 3.1936657218052193]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 613, screen_y= 224, value= ), value= cup) [0.6256]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 858, screen_y= 125, value= None), value= cup) [1.0517]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1050, screen_y= 102, value= None), value= cup) [1.4674]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1010, screen_y= 335, value= None), value= fork) [1.9864]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 841, screen_y= 571, value= None), value= diningtable) [2.5139]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 608, screen_y= 515, value= None), value= bowl) [2.9473]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 335, screen_y= 553, value= None), value= fork) [3.5445]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1370, screen_y= 208, value= None), value= wine glass) [4.1837]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1506, screen_y= 656, value= None), value= spoon) [4.7536]']"
000000488390.jpg,"[['laptop', 99.90096688270569, 1130, 233, 864, 249], ['bottle', 98.64040017127992, 458, 342, 648, 307]]","[['laptop', 99.90096688270569, 681, 556, 551655, 3.1705195875181453], ['bottle', 98.64040017127992, 400, 477, 39556, 3.080840915786495]]",[]
000000489735.jpg,"[['spoon', 94.78200674057008, 671, 259, 258, 80], ['bowl', 88.43560218811035, 893, 582, 332, 143], ['sandwich', 99.13963079452516, 844, 265, 822, 455], ['sandwich', 97.92808890342712, 1360, 841, 817, 445]]","[['spoon', 94.78200674057008, 465, 169, 73336, 3.0924789910149517], ['bowl', 88.43560218811035, 737, 237, 58779, 3.1134676347922667], ['sandwich', 99.13963079452516, 554, 638, 212493, 3.1694039196463986], ['sandwich', 97.92808890342712, 1100, 631, 193068, 3.107768704514271]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 465, screen_y= 169, value= ), value= spoon) [0.719]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 737, screen_y= 237, value= None), value= bowl) [1.2138]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 554, screen_y= 638, value= None), value= sandwich) [1.8456]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1100, screen_y= 631, value= None), value= sandwich) [2.3593]']"
000000496294.jpg,"[['diningtable', 82.21762180328369, 1622, 67, 1026, 126], ['sandwich', 92.58094429969788, 1121, 321, 876, 524], ['bowl', 87.35105991363525, 202, -2, 322, 47], ['cup', 84.93736982345581, 1532, 1231, 349, 73], ['bottle', 87.06256747245789, 1603, 1336, 715, 264]]","[['diningtable', 82.21762180328369, 844, 576, 1399500, 3.0350097405630008], ['sandwich', 92.58094429969788, 721, 700, 281600, 3.066065899937363], ['bowl', 87.35105991363525, 100, 184, 56100, 2.959780933949692], ['cup', 84.93736982345581, 1381, 211, 83076, 3.008925125500718], ['bottle', 87.06256747245789, 1469, 489, 120417, 3.0290004518215077]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 100, screen_y= 184, value= ), value= bowl) [0.5481]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 721, screen_y= 700, value= None), value= sandwich) [1.1127]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 844, screen_y= 576, value= None), value= diningtable) [1.6626]']"
000000498125.jpg,"[['laptop', 99.16683435440063, 1016, 637, 657, 240], ['chair', 94.57432627677916, 1255, 621, 1093, 829], ['bottle', 84.4725787639618, 346, 200, 706, 416], ['mouse', 92.14408993721008, 1204, 1086, 627, 542]]","[['laptop', 99.16683435440063, 826, 448, 158043, 3.1574150949482993], ['chair', 94.57432627677916, 938, 961, 167376, 3.0056518872340487], ['bottle', 84.4725787639618, 273, 561, 42340, 3.0006296347054158], ['mouse', 92.14408993721008, 1145, 584, 10030, 3.298328709132119]]",[]
000000501138.jpg,"[['chair', 99.56878423690796, 1124, 584, 1089, 642], ['tvmonitor', 99.16039705276488, 1004, 773, 575, 370], ['tvmonitor', 99.23776984214784, 1245, 1005, 599, 376], ['keyboard', 99.73748922348022, 1264, 975, 682, 594], ['cup', 95.37936449050905, 1416, 1342, 661, 556], ['mouse', 68.16555857658386, 854, 806, 642, 616]]","[['chair', 99.56878423690796, 854, 865, 241380, 3.032810234009819], ['tvmonitor', 99.16039705276488, 888, 472, 47355, 3.137647572449557], ['tvmonitor', 99.23776984214784, 1125, 487, 53520, 3.0454183869791307], ['keyboard', 99.73748922348022, 1119, 638, 25432, 3.0848544703978806], ['cup', 95.37936449050905, 1379, 608, 7770, 3.105337942699371], ['mouse', 68.16555857658386, 830, 629, 1248, 2.566207692820356]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 888, screen_y= 472, value= ), value= tvmonitor) [0.6797]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 830, screen_y= 629, value= None), value= mouse) [1.0842]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 854, screen_y= 865, value= None), value= chair) [1.6176]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1119, screen_y= 638, value= None), value= keyboard) [2.1247]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1125, screen_y= 487, value= None), value= tvmonitor) [2.6029]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1379, screen_y= 608, value= None), value= cup) [3.0408]']"
000000503996.jpg,"[['teddy bear', 99.61500763893127, 1340, 399, 1044, 138], ['bottle', 80.84113597869873, 1379, 1260, 334, 27], ['book', 94.40680742263794, 1522, 1258, 683, 545]]","[['teddy bear', 99.61500763893127, 869, 591, 852546, 3.013341728849409], ['bottle', 80.84113597869873, 1319, 180, 36533, 3.0377118598512314], ['book', 94.40680742263794, 1390, 614, 36432, 3.028516129243168]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 869, screen_y= 591, value= ), value= teddy bear) [0.6101]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1390, screen_y= 614, value= None), value= book) [1.126]']"
000000510923.jpg,"[['chair', 87.99423575401306, 1158, 779, 1075, 492], ['oven', 65.34550189971924, 1535, 1348, 539, 303]]","[['chair', 87.99423575401306, 968, 783, 220957, 2.877519676089899], ['oven', 65.34550189971924, 1441, 421, 44132, 2.9286673753427586]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 968, screen_y= 783, value= ), value= chair) [0.6107]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1441, screen_y= 421, value= None), value= oven) [1.2538]']"
000000517068.jpg,"[['chair', 99.60220456123352, 650, 188, 515, 234], ['diningtable', 91.96197390556335, 1555, 154, 1058, 415], ['pizza', 98.18604588508606, 822, 139, 1052, 652], ['chair', 95.65529227256776, 1488, 1192, 477, 204], ['cup', 99.65739250183105, 883, 652, 656, 242]]","[['chair', 99.60220456123352, 419, 374, 129822, 3.407399820046604], ['diningtable', 91.96197390556335, 854, 736, 900843, 2.9970403636218994], ['pizza', 98.18604588508606, 480, 852, 273200, 3.155776778567594], ['chair', 95.65529227256776, 1340, 340, 80808, 3.0563454539379356], ['cup', 99.65739250183105, 767, 449, 95634, 3.188494524494013]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 419, screen_y= 374, value= ), value= chair) [0.5642]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 767, screen_y= 449, value= None), value= cup) [1.1346]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 854, screen_y= 736, value= None), value= diningtable) [1.6286]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 480, screen_y= 852, value= None), value= pizza) [2.3203]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1340, screen_y= 340, value= None), value= chair) [2.7871]']"
000000518628.jpg,"[['bottle', 73.82753491401671, 606, 519, 528, 278], ['cell phone', 68.67172718048096, 822, 746, 757, 608]]","[['bottle', 73.82753491401671, 562, 403, 21750, 2.9770572877226256], ['cell phone', 68.67172718048096, 784, 682, 11324, 2.727825914693516]]",[]
000000519664.jpg,"[['toilet', 79.55541610717773, 1113, 738, 985, 204], ['sink', 92.36791133880615, 720, 145, 1034, 537]]","[['toilet', 79.55541610717773, 925, 594, 292875, 2.9441855581026455], ['sink', 92.36791133880615, 432, 785, 285775, 3.2131722958186066]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 432, screen_y= 785, value= ), value= sink) [0.5602]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 925, screen_y= 594, value= None), value= toilet) [1.0074]']"
000000520012.jpg,"[['bottle', 98.1524407863617, 1267, 1021, 484, 80], ['cup', 99.94015097618104, 864, 623, 458, 193], ['cell phone', 95.5042600631714, 514, 374, 465, 323]]","[['bottle', 98.1524407863617, 1144, 282, 99384, 3.271679404017178], ['cup', 99.94015097618104, 743, 325, 63865, 3.1172962750138686], ['cell phone', 95.5042600631714, 444, 394, 19880, 3.142596178070785]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 444, screen_y= 394, value= ), value= cell phone) [0.48]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 743, screen_y= 325, value= None), value= cup) [1.1133]']"
000000520077.jpg,"[['tvmonitor', 64.66161012649536, 1170, 233, 176, 22], ['book', 79.81861233711244, 1143, 361, 314, 183], ['book', 86.99029684066772, 1186, 333, 365, 261], ['book', 85.26682853698729, 1265, 329, 449, 362], ['book', 91.34780168533324, 1266, 322, 527, 430], ['book', 86.20042204856873, 1157, 360, 634, 503], ['book', 94.9857771396637, 1117, 361, 707, 577], ['book', 75.96158981323242, 1116, 332, 774, 662], ['book', 75.77228546142578, 1122, 316, 870, 740], ['book', 91.42996668815613, 1105, 336, 936, 787], ['book', 79.4301450252533, 939, 270, 1070, 890], ['book', 83.76107215881349, 1160, 467, 277, 206], ['bottle', 99.41298961639404, 314, 131, 708, 49], ['book', 64.03235793113707, 1228, 383, 469, 416]]","[['tvmonitor', 64.66161012649536, 701, 99, 144298, 2.7158620714437127], ['book', 79.81861233711244, 752, 248, 102442, 2.9751619887682215], ['book', 86.99029684066772, 759, 313, 88712, 3.0296018480084332], ['book', 85.26682853698729, 797, 405, 81432, 2.9853103804927916], ['book', 91.34780168533324, 794, 478, 91568, 3.041045317923137], ['book', 86.20042204856873, 758, 568, 104407, 2.913750787129709], ['book', 94.9857771396637, 739, 642, 98280, 3.131323184847512], ['book', 75.96158981323242, 724, 718, 87808, 2.7960626010151364], ['book', 75.77228546142578, 719, 805, 104780, 2.8891645929024974], ['book', 91.42996668815613, 720, 861, 114581, 3.090990534172886], ['book', 79.4301450252533, 604, 980, 120420, 2.984640245957716], ['book', 83.76107215881349, 813, 241, 49203, 3.0636260729185283], ['bottle', 99.41298961639404, 222, 378, 120597, 2.9952221166522772], ['book', 64.03235793113707, 805, 442, 44785, 2.882809146370587]]",[]
000000522129.jpg,"[['laptop', 98.67706298828124, 1521, 844, 553, 31], ['laptop', 94.4278597831726, 424, 59, 647, 34], ['diningtable', 94.22845244407654, 1533, 163, 1135, 321], ['bowl', 95.69799304008484, 1047, 658, 960, 678], ['book', 63.57933282852173, 1501, 1415, 196, 43], ['book', 73.18397760391234, 1544, 1472, 206, 42], ['bottle', 67.70132184028624, 651, 500, 388, -9], ['fork', 64.19498920440674, 1516, 1293, 640, 519], ['fork', 99.3502676486969, 704, 400, 1040, 699], ['knife', 75.17973780632019, 535, 382, 1060, 845], ['book', 71.32822275161745, 1425, 1382, 169, 0]]","[['laptop', 98.67706298828124, 1182, 292, 353394, 3.1464790936852314], ['laptop', 94.4278597831726, 241, 340, 223745, 3.1622939387577977], ['diningtable', 94.22845244407654, 848, 728, 1115180, 3.119111980570641], ['bowl', 95.69799304008484, 852, 819, 109698, 3.002429301549894], ['book', 63.57933282852173, 1458, 119, 13158, 2.7149584118394725], ['book', 73.18397760391234, 1508, 124, 11808, 2.7338052401101027], ['bottle', 67.70132184028624, 575, 189, 59947, 2.9995243562380205], ['fork', 64.19498920440674, 1404, 579, 26983, 2.6598946167410578], ['fork', 99.3502676486969, 552, 869, 103664, 3.250330825547529], ['knife', 75.17973780632019, 458, 952, 32895, 2.9959000361356094], ['book', 71.32822275161745, 1403, 84, 7267, 2.8746556149285016]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 241, screen_y= 340, value= ), value= laptop) [0.4803]']"
000000530905.jpg,"[['bottle', 73.3689546585083, 1408, 1194, 659, 394]]","[['bottle', 73.3689546585083, 1301, 526, 56710, 2.9446447991000793]]",[]
000000539216.jpg,"[['cup', 99.2545485496521, 1203, 1044, 491, 309]]","[['cup', 99.2545485496521, 1123, 400, 28938, 3.165468467735485]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 1123, screen_y= 400, value= ), value= cup) [0.7317]']"
000000541029.jpg,"[['laptop', 96.7991590499878, 1376, 151, 963, 116], ['diningtable', 96.77914381027222, 1620, 232, 1016, 87], ['bottle', 99.78780150413513, 1372, 1134, 566, 112]]","[['laptop', 96.7991590499878, 763, 539, 1037575, 3.1046846183003387], ['diningtable', 96.77914381027222, 926, 551, 1289452, 3.1375733895178914], ['bottle', 99.78780150413513, 1253, 339, 108052, 3.0790872350382936]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 763, screen_y= 539, value= ), value= laptop) [0.6511]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 926, screen_y= 551, value= None), value= diningtable) [1.0643]']"
000000541147.jpg,"[['sofa', 87.37602233886719, 1302, 688, 829, 627], ['sofa', 67.45098829269409, 413, 181, 944, 667], ['chair', 66.75068140029907, 410, 189, 978, 683]]","[['sofa', 87.37602233886719, 995, 728, 124028, 3.0284645130957855], ['sofa', 67.45098829269409, 297, 805, 64264, 2.669717012486639], ['chair', 66.75068140029907, 299, 830, 65195, 2.8082956932153516]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 297, screen_y= 805, value= ), value= sofa) [0.5712]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 299, screen_y= 830, value= None), value= chair) [0.8823]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 995, screen_y= 728, value= None), value= sofa) [1.5256]']"
000000544451.jpg,"[['tvmonitor', 99.44496154785156, 960, 575, 574, 196], ['keyboard', 87.16029524803162, 1081, 591, 744, 559], ['keyboard', 99.7170090675354, 1127, 605, 875, 604], ['laptop', 99.14140701293944, 598, 140, 944, 670], ['chair', 97.29626774787904, 1481, 754, 1097, 821], ['bottle', 97.68677949905396, 1377, 1269, 564, 342], ['bottle', 79.93476390838623, 1491, 1345, 619, 365], ['mouse', 93.738454580307, 1195, 1097, 599, 544], ['mouse', 99.54805374145508, 1169, 1081, 646, 598]]","[['tvmonitor', 99.44496154785156, 767, 385, 145530, 3.155188800136461], ['keyboard', 87.16029524803162, 836, 651, 90650, 3.083560931575182], ['keyboard', 99.7170090675354, 866, 739, 141462, 3.1566099181371405], ['laptop', 99.14140701293944, 369, 807, 125492, 3.1476863479121175], ['chair', 97.29626774787904, 1117, 959, 200652, 3.1905089541243212], ['bottle', 97.68677949905396, 1323, 453, 23976, 3.0764862804108595], ['bottle', 79.93476390838623, 1418, 492, 37084, 2.8791780798740203], ['mouse', 93.738454580307, 1146, 571, 5390, 3.0885556323984265], ['mouse', 99.54805374145508, 1125, 622, 4224, 3.195769543337287]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 767, screen_y= 385, value= ), value= tvmonitor) [0.5792]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 836, screen_y= 651, value= None), value= keyboard) [0.9833]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 866, screen_y= 739, value= None), value= keyboard) [1.409]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1125, screen_y= 622, value= None), value= mouse) [1.8581]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1146, screen_y= 571, value= None), value= mouse) [2.2566]']"
000000547875.jpg,"[['cup', 99.50845241546631, 676, 318, 592, 117], ['diningtable', 96.59168124198914, 1557, 158, 1060, 97], ['fork', 82.56297111511229, 1499, 912, 646, 527], ['cup', 71.84248566627501, 573, 305, 226, 73], ['bottle', 71.45757675170898, 1454, 1232, 530, -25]]","[['cup', 99.50845241546631, 497, 354, 170050, 3.1168506141862045], ['diningtable', 96.59168124198914, 857, 578, 1347237, 3.0810725225146975], ['fork', 82.56297111511229, 1205, 586, 69853, 2.9333576371832506], ['cup', 71.84248566627501, 439, 149, 41004, 2.8020625853680325], ['bottle', 71.45757675170898, 1343, 252, 123210, 2.7678145212626273]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 439, screen_y= 149, value= ), value= cup) [0.5391]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 497, screen_y= 354, value= None), value= cup) [1.0543]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 857, screen_y= 578, value= None), value= diningtable) [1.6631]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1205, screen_y= 586, value= None), value= fork) [2.0962]']"
000000553554.jpg,"[['bowl', 94.20349001884459, 1542, 1321, 619, 443], ['orange', 62.935447692871094, 1032, 751, 742, 477], ['cup', 99.94691610336305, 668, 392, 813, 472], ['orange', 66.64363145828247, 941, 772, 766, 656]]","[['bowl', 94.20349001884459, 1431, 531, 38896, 2.9839812694592136], ['orange', 62.935447692871094, 891, 609, 74465, 2.6228625361530207], ['cup', 99.94691610336305, 530, 642, 94116, 3.230308459640911], ['orange', 66.64363145828247, 856, 711, 18590, 2.8116605197504017]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 530, screen_y= 642, value= ), value= cup) [0.6729]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 856, screen_y= 711, value= None), value= orange) [1.0799]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 891, screen_y= 609, value= None), value= orange) [1.4753]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1431, screen_y= 531, value= None), value= bowl) [2.1056]']"
000000555080.jpg,"[['tvmonitor', 98.71987700462341, 1227, 934, 750, 536], ['chair', 92.51641631126404, 165, 63, 675, 517], ['chair', 97.62571454048157, 917, 609, 866, 505], ['chair', 95.53547501564026, 1607, 1297, 940, 620], ['bottle', 97.67032265663148, 1156, 1043, 963, 729], ['remote', 68.03210377693175, 1041, 815, 1036, 955], ['mouse', 91.59550070762634, 1511, 1402, 1029, 954]]","[['tvmonitor', 98.71987700462341, 1080, 643, 62702, 3.0720965583375355], ['chair', 92.51641631126404, 114, 596, 16116, 3.01494894730027], ['chair', 97.62571454048157, 763, 685, 111188, 3.1426645282094428], ['chair', 95.53547501564026, 1452, 780, 99200, 3.1853191708978885], ['bottle', 97.67032265663148, 1099, 846, 26442, 3.165789895192283], ['remote', 68.03210377693175, 928, 995, 18306, 2.9659080616358997], ['mouse', 91.59550070762634, 1456, 991, 8175, 3.2743240937312916]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 114, screen_y= 596, value= ), value= chair) [0.5506]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 763, screen_y= 685, value= None), value= chair) [1.0257]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 1080, screen_y= 643, value= None), value= tvmonitor) [1.4361]']"
000000565367.jpg,"[['bottle', 62.73766756057739, 1395, 1246, 378, 176], ['carrot', 74.46150183677673, 1179, 1055, 1006, 875]]","[['bottle', 62.73766756057739, 1320, 277, 30098, 2.8032438817210217], ['carrot', 74.46150183677673, 1117, 940, 16244, 2.8786984605159893]]",[]
000000566752.jpg,"[['book', 96.68401479721071, 432, 62, 725, 514], ['book', 95.45629024505615, 1059, 619, 856, 590], ['bottle', 80.0791323184967, 473, 311, 502, 215], ['donut', 91.39355421066284, 1524, 1381, 512, 412], ['donut', 90.83532691001892, 1475, 1297, 563, 464], ['cup', 71.37129306793213, 1272, 1127, 727, 510], ['donut', 67.40036606788635, 1602, 1462, 566, 487], ['cell phone', 92.21156239509584, 680, 531, 608, 528]]","[['book', 96.68401479721071, 247, 619, 78070, 3.1831486382119936], ['book', 95.45629024505615, 839, 723, 117040, 3.0947716152391376], ['bottle', 80.0791323184967, 392, 358, 46494, 2.9268085508433725], ['donut', 91.39355421066284, 1452, 462, 14300, 3.2840764985076385], ['donut', 90.83532691001892, 1386, 513, 17622, 3.056981706791439], ['cup', 71.37129306793213, 1199, 618, 31465, 2.904264358230466], ['donut', 67.40036606788635, 1532, 526, 11060, 2.801065543619974], ['cell phone', 92.21156239509584, 605, 568, 11920, 3.118650238288918]]",[]
000000568116.jpg,"[['orange', 75.37680864334106, 999, 668, 761, 531], ['cup', 83.46276283264159, 698, 253, 902, 565], ['bottle', 99.02823567390442, 1474, 1205, 963, 435]]","[['orange', 75.37680864334106, 833, 646, 76130, 2.966027401406951], ['cup', 83.46276283264159, 475, 733, 149965, 2.8476949407201992], ['bottle', 99.02823567390442, 1339, 699, 142032, 3.1808754061863818]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 475, screen_y= 733, value= ), value= cup) [0.752]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 833, screen_y= 646, value= None), value= orange) [1.2731]']"
000000568599.jpg,"[['diningtable', 98.06364178657532, 1506, 167, 1059, 78], ['bottle', 98.59279990196228, 1389, 1135, 474, 89], ['cup', 99.87520575523376, 700, 440, 532, 288], ['knife', 95.98965644836426, 1448, 1333, 1003, 585]]","[['diningtable', 98.06364178657532, 836, 568, 1313559, 3.09497050521291], ['bottle', 98.59279990196228, 1262, 281, 97790, 3.1252702284181106], ['cup', 99.87520575523376, 570, 410, 63440, 3.237749853545069], ['knife', 95.98965644836426, 1390, 794, 48070, 3.08171051531108]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 570, screen_y= 410, value= ), value= cup) [0.5646]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 836, screen_y= 568, value= None), value= diningtable) [1.2085]']"
000000573206.jpg,"[['oven', 80.94417452812196, 1746, 443, 987, 174], ['pizza', 96.51533365249634, 1375, 473, 1022, 543], ['bottle', 99.18915033340454, 565, 377, 619, 108], ['cup', 70.35590410232544, 412, 167, 549, 251]]","[['oven', 80.94417452812196, 1094, 580, 1059339, 2.919169588624503], ['pizza', 96.51533365249634, 924, 782, 432058, 3.1294938465203646], ['bottle', 99.18915033340454, 471, 363, 96068, 3.0994084261600183], ['cup', 70.35590410232544, 289, 400, 73010, 2.929995356252939]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 289, screen_y= 400, value= ), value= cup) [0.6276]']"
000000575834.jpg,"[['refrigerator', 99.8759925365448, 1590, 92, 1176, 80], ['bottle', 67.11709499359131, 1228, 1016, 1075, 872]]","[['refrigerator', 99.8759925365448, 841, 628, 1641808, 3.079590775947845], ['bottle', 67.11709499359131, 1122, 973, 43036, 2.872727971584701]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 841, screen_y= 628, value= ), value= refrigerator) [0.62]']"
000000580685.jpg,"[['hot dog', 97.5225031375885, 1179, 649, 551, 297], ['hot dog', 97.64070510864258, 1122, 342, 829, 398], ['bottle', 91.03443622589113, 1531, 1284, 557, 109]]","[['hot dog', 97.5225031375885, 914, 424, 134620, 3.206944768034564], ['hot dog', 97.64070510864258, 732, 613, 336180, 2.945231540442306], ['bottle', 91.03443622589113, 1407, 333, 110656, 3.048385900772196]]","['_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= , screen_x= 732, screen_y= 613, value= ), value= hot dog) [0.6237]', '_visual(cmd= move_attention, color= , screen_pos= _visuallocation(color= None, screen_x= 914, screen_y= 424, value= None), value= hot dog) [1.2361]']"
000000580942.jpg,"[['diningtable', 88.75734806060791, 1567, 146, 1078, 53], ['hot dog', 99.58041310310364, 1030, 636, 823, 392], ['bottle', 99.05087351799013, 529, 297, 998, 453]]","[['diningtable', 88.75734806060791, 856, 565, 1456525, 3.057575805630348], ['hot dog', 99.58041310310364, 833, 607, 169814, 3.119910390457453], ['bottle', 99.05087351799013, 413, 725, 126440, 3.070640220611708]]",[]
